protein_id,model,unique_id,pre_gap_filter_count,post_gap_filter_count,seen_count,not_seen_count,file_path,S3
NP_005206.2,EVE,NP_005206.2_EVE_snv_gf_24052,11736,7202,596,6606,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005206.2_EVE_snv_gf_24052.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005206.2_EVE_snv_gf_24052.csv
NP_055069.1,EVE,NP_055069.1_EVE_snv_gf_24056,3492,2765,190,2575,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055069.1_EVE_snv_gf_24056.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055069.1_EVE_snv_gf_24056.csv
NP_078788.2,EVE,NP_078788.2_EVE_snv_gf_24065,2992,2222,158,2064,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_078788.2_EVE_snv_gf_24065.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_078788.2_EVE_snv_gf_24065.csv
NP_060829.2,EVE,NP_060829.2_EVE_snv_gf_24067,3705,2952,226,2726,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060829.2_EVE_snv_gf_24067.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060829.2_EVE_snv_gf_24067.csv
NP_689991.1,EVE,NP_689991.1_EVE_snv_gf_24069,4169,3607,263,3344,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689991.1_EVE_snv_gf_24069.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689991.1_EVE_snv_gf_24069.csv
NP_002437.2,EVE,NP_002437.2_EVE_snv_gf_24071,7777,5609,414,5195,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002437.2_EVE_snv_gf_24071.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002437.2_EVE_snv_gf_24071.csv
NP_060546.2,EVE,NP_060546.2_EVE_snv_gf_24076,8359,5038,408,4630,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060546.2_EVE_snv_gf_24076.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060546.2_EVE_snv_gf_24076.csv
NP_006851.1,EVE,NP_006851.1_EVE_snv_gf_24080,1444,1281,109,1172,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006851.1_EVE_snv_gf_24080.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006851.1_EVE_snv_gf_24080.csv
NP_660305.2,EVE,NP_660305.2_EVE_snv_gf_24087,4245,2401,221,2180,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_660305.2_EVE_snv_gf_24087.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_660305.2_EVE_snv_gf_24087.csv
NP_001897.4,EVE,NP_001897.4_EVE_snv_gf_24095,2103,1837,171,1666,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001897.4_EVE_snv_gf_24095.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001897.4_EVE_snv_gf_24095.csv
NP_005046.2,EVE,NP_005046.2_EVE_snv_gf_24099,3291,3118,297,2821,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005046.2_EVE_snv_gf_24099.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005046.2_EVE_snv_gf_24099.csv
NP_006819.2,EVE,NP_006819.2_EVE_snv_gf_24118,17492,14014,1003,13011,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006819.2_EVE_snv_gf_24118.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006819.2_EVE_snv_gf_24118.csv
NP_073625.1,EVE,NP_073625.1_EVE_snv_gf_24122,2751,2287,158,2129,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_073625.1_EVE_snv_gf_24122.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_073625.1_EVE_snv_gf_24122.csv
NP_055906.2,EVE,NP_055906.2_EVE_snv_gf_24143,14191,9084,630,8454,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055906.2_EVE_snv_gf_24143.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055906.2_EVE_snv_gf_24143.csv
NP_006257.1,EVE,NP_006257.1_EVE_snv_gf_24151,7398,4916,354,4562,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006257.1_EVE_snv_gf_24151.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006257.1_EVE_snv_gf_24151.csv
NP_001004462.1,EVE,NP_001004462.1_EVE_snv_gf_24163,2544,2443,220,2223,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001004462.1_EVE_snv_gf_24163.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001004462.1_EVE_snv_gf_24163.csv
NP_036332.2,EVE,NP_036332.2_EVE_snv_gf_24165,2687,1869,143,1726,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036332.2_EVE_snv_gf_24165.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036332.2_EVE_snv_gf_24165.csv
NP_001010855.1,EVE,NP_001010855.1_EVE_snv_gf_24169,6144,5835,538,5297,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001010855.1_EVE_snv_gf_24169.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001010855.1_EVE_snv_gf_24169.csv
NP_001032209.1,EVE,NP_001032209.1_EVE_snv_gf_24171,10311,7500,599,6901,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001032209.1_EVE_snv_gf_24171.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001032209.1_EVE_snv_gf_24171.csv
NP_620590.2,EVE,NP_620590.2_EVE_snv_gf_24174,4486,2511,263,2248,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_620590.2_EVE_snv_gf_24174.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_620590.2_EVE_snv_gf_24174.csv
NP_001290425.1,EVE,NP_001290425.1_EVE_snv_gf_24181,12512,10791,752,10039,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001290425.1_EVE_snv_gf_24181.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001290425.1_EVE_snv_gf_24181.csv
NP_005564.1,EVE,NP_005564.1_EVE_snv_gf_24192,4768,4326,317,4009,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005564.1_EVE_snv_gf_24192.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005564.1_EVE_snv_gf_24192.csv
NP_001229861.1,EVE,NP_001229861.1_EVE_snv_gf_24200,3704,2519,240,2279,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001229861.1_EVE_snv_gf_24200.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001229861.1_EVE_snv_gf_24200.csv
NP_006833.2,EVE,NP_006833.2_EVE_snv_gf_24204,6911,4111,210,3901,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006833.2_EVE_snv_gf_24204.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006833.2_EVE_snv_gf_24204.csv
NP_001186846.1,EVE,NP_001186846.1_EVE_snv_gf_24208,4471,4065,268,3797,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001186846.1_EVE_snv_gf_24208.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001186846.1_EVE_snv_gf_24208.csv
NP_004061.3,EVE,NP_004061.3_EVE_snv_gf_24212,5506,4772,453,4319,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004061.3_EVE_snv_gf_24212.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004061.3_EVE_snv_gf_24212.csv
NP_000069.2,EVE,NP_000069.2_EVE_snv_gf_24214,3967,3868,319,3549,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000069.2_EVE_snv_gf_24214.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000069.2_EVE_snv_gf_24214.csv
NP_065166.2,EVE,NP_065166.2_EVE_snv_gf_24219,5613,4013,334,3679,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065166.2_EVE_snv_gf_24219.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065166.2_EVE_snv_gf_24219.csv
NP_065137.1,EVE,NP_065137.1_EVE_snv_gf_24223,5944,3653,321,3332,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065137.1_EVE_snv_gf_24223.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065137.1_EVE_snv_gf_24223.csv
NP_055529.2,EVE,NP_055529.2_EVE_snv_gf_24229,11574,10888,1120,9768,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055529.2_EVE_snv_gf_24229.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055529.2_EVE_snv_gf_24229.csv
NP_062536.2,EVE,NP_062536.2_EVE_snv_gf_24231,15756,9154,791,8363,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_062536.2_EVE_snv_gf_24231.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_062536.2_EVE_snv_gf_24231.csv
NP_003352.2,EVE,NP_003352.2_EVE_snv_gf_24240,5073,2755,232,2523,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003352.2_EVE_snv_gf_24240.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003352.2_EVE_snv_gf_24240.csv
NP_612808.1,EVE,NP_612808.1_EVE_snv_gf_24250,7182,5301,369,4932,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_612808.1_EVE_snv_gf_24250.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_612808.1_EVE_snv_gf_24250.csv
NP_619635.1,EVE,NP_619635.1_EVE_snv_gf_24252,8503,6339,778,5561,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_619635.1_EVE_snv_gf_24252.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_619635.1_EVE_snv_gf_24252.csv
NP_056117.1,EVE,NP_056117.1_EVE_snv_gf_24254,5205,5079,414,4665,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056117.1_EVE_snv_gf_24254.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056117.1_EVE_snv_gf_24254.csv
NP_620711.3,EVE,NP_620711.3_EVE_snv_gf_24258,5790,5006,398,4608,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_620711.3_EVE_snv_gf_24258.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_620711.3_EVE_snv_gf_24258.csv
NP_004599.2,EVE,NP_004599.2_EVE_snv_gf_24266,3479,1856,143,1713,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004599.2_EVE_snv_gf_24266.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004599.2_EVE_snv_gf_24266.csv
NP_659417.2,EVE,NP_659417.2_EVE_snv_gf_24287,3720,3261,296,2965,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_659417.2_EVE_snv_gf_24287.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_659417.2_EVE_snv_gf_24287.csv
NP_079045.1,EVE,NP_079045.1_EVE_snv_gf_24289,3084,2261,165,2096,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079045.1_EVE_snv_gf_24289.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079045.1_EVE_snv_gf_24289.csv
NP_003039.2,EVE,NP_003039.2_EVE_snv_gf_24295,6601,3641,201,3440,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003039.2_EVE_snv_gf_24295.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003039.2_EVE_snv_gf_24295.csv
NP_001273424.1,EVE,NP_001273424.1_EVE_snv_gf_24307,8822,8020,609,7411,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001273424.1_EVE_snv_gf_24307.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001273424.1_EVE_snv_gf_24307.csv
NP_001030024.1,EVE,NP_001030024.1_EVE_snv_gf_24309,3462,3062,251,2811,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001030024.1_EVE_snv_gf_24309.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001030024.1_EVE_snv_gf_24309.csv
NP_001035.1,EVE,NP_001035.1_EVE_snv_gf_24313,4954,4125,263,3862,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001035.1_EVE_snv_gf_24313.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001035.1_EVE_snv_gf_24313.csv
NP_000037.2,EVE,NP_000037.2_EVE_snv_gf_24315,4281,2842,272,2570,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000037.2_EVE_snv_gf_24315.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000037.2_EVE_snv_gf_24315.csv
NP_003777.2,EVE,NP_003777.2_EVE_snv_gf_24339,12353,10018,876,9142,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003777.2_EVE_snv_gf_24339.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003777.2_EVE_snv_gf_24339.csv
NP_079120.1,EVE,NP_079120.1_EVE_snv_gf_24347,5339,4946,376,4570,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079120.1_EVE_snv_gf_24347.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079120.1_EVE_snv_gf_24347.csv
NP_001273492.1,EVE,NP_001273492.1_EVE_snv_gf_24353,6021,5136,328,4808,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001273492.1_EVE_snv_gf_24353.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001273492.1_EVE_snv_gf_24353.csv
NP_002230.1,EVE,NP_002230.1_EVE_snv_gf_24355,4017,2640,72,2568,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002230.1_EVE_snv_gf_24355.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002230.1_EVE_snv_gf_24355.csv
NP_001122080.1,EVE,NP_001122080.1_EVE_snv_gf_24359,12499,9855,636,9219,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001122080.1_EVE_snv_gf_24359.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001122080.1_EVE_snv_gf_24359.csv
NP_597709.3,EVE,NP_597709.3_EVE_snv_gf_24361,6088,3773,306,3467,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_597709.3_EVE_snv_gf_24361.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_597709.3_EVE_snv_gf_24361.csv
NP_001019572.1,EVE,NP_001019572.1_EVE_snv_gf_24373,3403,2412,166,2246,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001019572.1_EVE_snv_gf_24373.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001019572.1_EVE_snv_gf_24373.csv
NP_001005741.1,EVE,NP_001005741.1_EVE_snv_gf_24377,4284,3466,258,3208,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001005741.1_EVE_snv_gf_24377.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001005741.1_EVE_snv_gf_24377.csv
NP_057735.2,EVE,NP_057735.2_EVE_snv_gf_24381,6900,5795,557,5238,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057735.2_EVE_snv_gf_24381.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057735.2_EVE_snv_gf_24381.csv
NP_689891.1,EVE,NP_689891.1_EVE_snv_gf_24385,4823,3980,221,3759,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689891.1_EVE_snv_gf_24385.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689891.1_EVE_snv_gf_24385.csv
NP_004628.4,EVE,NP_004628.4_EVE_snv_gf_24392,1603,1275,46,1229,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004628.4_EVE_snv_gf_24392.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004628.4_EVE_snv_gf_24392.csv
NP_060930.3,EVE,NP_060930.3_EVE_snv_gf_24410,3848,3248,263,2985,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060930.3_EVE_snv_gf_24410.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060930.3_EVE_snv_gf_24410.csv
NP_940988.2,EVE,NP_940988.2_EVE_snv_gf_24431,3173,3037,245,2792,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_940988.2_EVE_snv_gf_24431.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_940988.2_EVE_snv_gf_24431.csv
NP_061187.3,EVE,NP_061187.3_EVE_snv_gf_24435,8906,7499,589,6910,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061187.3_EVE_snv_gf_24435.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061187.3_EVE_snv_gf_24435.csv
NP_006496.4,EVE,NP_006496.4_EVE_snv_gf_24438,3350,2743,216,2527,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006496.4_EVE_snv_gf_24438.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006496.4_EVE_snv_gf_24438.csv
NP_001243727.1,EVE,NP_001243727.1_EVE_snv_gf_24444,5534,3505,266,3239,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001243727.1_EVE_snv_gf_24444.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001243727.1_EVE_snv_gf_24444.csv
NP_005980.1,EVE,NP_005980.1_EVE_snv_gf_24448,2570,1967,142,1825,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005980.1_EVE_snv_gf_24448.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005980.1_EVE_snv_gf_24448.csv
NP_775823.1,EVE,NP_775823.1_EVE_snv_gf_24456,3491,2958,233,2725,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_775823.1_EVE_snv_gf_24456.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_775823.1_EVE_snv_gf_24456.csv
NP_002151.2,EVE,NP_002151.2_EVE_snv_gf_24474,17356,10262,1003,9259,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002151.2_EVE_snv_gf_24474.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002151.2_EVE_snv_gf_24474.csv
NP_054745.1,EVE,NP_054745.1_EVE_snv_gf_24476,2697,2306,208,2098,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_054745.1_EVE_snv_gf_24476.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_054745.1_EVE_snv_gf_24476.csv
NP_006598.2,EVE,NP_006598.2_EVE_snv_gf_24478,1517,1318,101,1217,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006598.2_EVE_snv_gf_24478.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006598.2_EVE_snv_gf_24478.csv
NP_066013.1,EVE,NP_066013.1_EVE_snv_gf_24482,10099,8260,677,7583,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_066013.1_EVE_snv_gf_24482.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_066013.1_EVE_snv_gf_24482.csv
NP_002431.2,EVE,NP_002431.2_EVE_snv_gf_24484,7587,5994,396,5598,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002431.2_EVE_snv_gf_24484.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002431.2_EVE_snv_gf_24484.csv
NP_008822.2,EVE,NP_008822.2_EVE_snv_gf_24486,1435,1396,129,1267,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_008822.2_EVE_snv_gf_24486.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_008822.2_EVE_snv_gf_24486.csv
NP_001137439.1,EVE,NP_001137439.1_EVE_snv_gf_24492,10386,7301,487,6814,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001137439.1_EVE_snv_gf_24492.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001137439.1_EVE_snv_gf_24492.csv
NP_002172.2,EVE,NP_002172.2_EVE_snv_gf_24500,3335,2864,220,2644,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002172.2_EVE_snv_gf_24500.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002172.2_EVE_snv_gf_24500.csv
NP_057081.3,EVE,NP_057081.3_EVE_snv_gf_24506,3880,3460,280,3180,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057081.3_EVE_snv_gf_24506.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057081.3_EVE_snv_gf_24506.csv
NP_000241.1,EVE,NP_000241.1_EVE_snv_gf_24508,6044,4307,414,3893,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000241.1_EVE_snv_gf_24508.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000241.1_EVE_snv_gf_24508.csv
NP_001313340.1,EVE,NP_001313340.1_EVE_snv_gf_24512,3310,2168,202,1966,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001313340.1_EVE_snv_gf_24512.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001313340.1_EVE_snv_gf_24512.csv
NP_001128653.1,EVE,NP_001128653.1_EVE_snv_gf_24514,5728,3911,342,3569,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001128653.1_EVE_snv_gf_24514.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001128653.1_EVE_snv_gf_24514.csv
NP_848552.1,EVE,NP_848552.1_EVE_snv_gf_24518,13735,10485,922,9563,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_848552.1_EVE_snv_gf_24518.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_848552.1_EVE_snv_gf_24518.csv
NP_006428.2,EVE,NP_006428.2_EVE_snv_gf_24524,13763,9408,791,8617,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006428.2_EVE_snv_gf_24524.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006428.2_EVE_snv_gf_24524.csv
NP_005409.3,EVE,NP_005409.3_EVE_snv_gf_24526,9497,6494,445,6049,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005409.3_EVE_snv_gf_24526.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005409.3_EVE_snv_gf_24526.csv
NP_061184.1,EVE,NP_061184.1_EVE_snv_gf_24528,7973,7140,592,6548,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061184.1_EVE_snv_gf_24528.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061184.1_EVE_snv_gf_24528.csv
NP_954712.1,EVE,NP_954712.1_EVE_snv_gf_24536,8778,8001,683,7318,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_954712.1_EVE_snv_gf_24536.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_954712.1_EVE_snv_gf_24536.csv
NP_065071.1,EVE,NP_065071.1_EVE_snv_gf_24540,8383,5948,416,5532,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065071.1_EVE_snv_gf_24540.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065071.1_EVE_snv_gf_24540.csv
NP_000831.2,EVE,NP_000831.2_EVE_snv_gf_24542,7019,6023,379,5644,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000831.2_EVE_snv_gf_24542.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000831.2_EVE_snv_gf_24542.csv
NP_073586.5,EVE,NP_073586.5_EVE_snv_gf_24546,5923,5267,498,4769,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_073586.5_EVE_snv_gf_24546.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_073586.5_EVE_snv_gf_24546.csv
